Czas(s),PPG_Surowe(ADC)
27.912,-19214
27.916,-19157
27.920,-19157
27.924,-19157
27.928,-19157
27.932,-19157
27.936,-19157
27.940,-19157
27.944,-19157
27.948,-19157
27.952,-19165
27.956,-19165
27.960,-19165
27.964,-19165
27.968,-19165
27.972,-19165
27.976,-19165
27.980,-19165
27.984,-19165
27.988,-19165
27.992,-19155
27.996,-19155
28.000,-19155
28.004,-19155
28.008,-19155
28.012,-19155
28.016,-19155
28.020,-19155
28.024,-19155
28.028,-19170
28.032,-19170
28.036,-19170
28.040,-19170
28.044,-19170
28.048,-19170
28.052,-19170
28.056,-19170
28.060,-19170
28.064,-19170
28.068,-19176
28.072,-19176
28.076,-19176
28.080,-19176
28.084,-19176
28.088,-19176
28.092,-19176
28.096,-19176
28.100,-19176
28.104,-19199
28.108,-19199
28.112,-19199
28.116,-19199
28.120,-19199
28.124,-19199
28.128,-19199
28.132,-19199
28.136,-19199
28.140,-19199
28.144,-19234
28.148,-19234
28.152,-19234
28.156,-19234
28.160,-19234
28.164,-19234
28.168,-19234
28.172,-19234
28.176,-19234
28.180,-19274
28.184,-19274
28.188,-19274
28.192,-19274
28.196,-19274
28.200,-19274
28.204,-19274
28.208,-19274
28.212,-19274
28.216,-19274
28.220,-19274
28.224,-19274
28.228,-19274
28.232,-19274
28.236,-19274
28.240,-19274
28.244,-19274
28.248,-19274
28.252,-19274
28.256,-19297
28.260,-19297
28.264,-19297
28.268,-19297
28.272,-19297
28.276,-19297
28.280,-19297
28.284,-19297
28.288,-19297
28.292,-19297
28.296,-19283
28.300,-19283
28.304,-19283
28.308,-19283
28.312,-19283
28.316,-19283
28.320,-19283
28.324,-19283
28.328,-19283
28.332,-19273
28.336,-19273
28.340,-19273
28.344,-19273
28.348,-19273
28.352,-19273
28.356,-19273
28.360,-19273
28.364,-19273
28.368,-19273
28.372,-19272
28.376,-19272
28.380,-19272
28.384,-19272
28.388,-19272
28.392,-19272
28.396,-19272
28.400,-19272
28.404,-19272
28.408,-19292
28.412,-19292
28.416,-19292
28.420,-19292
28.424,-19292
28.428,-19292
28.432,-19292
28.436,-19292
28.440,-19292
28.444,-19292
28.448,-19301
28.452,-19301
28.456,-19301
28.460,-19301
28.464,-19301
28.468,-19301
28.472,-19301
28.476,-19301
28.480,-19301
28.484,-19297
28.488,-19297
28.492,-19297
28.496,-19297
28.500,-19297
28.504,-19297
28.508,-19297
28.512,-19297
28.516,-19297
28.520,-19297
28.524,-19297
28.528,-19277
28.532,-19277
28.536,-19277
28.540,-19277
28.544,-19277
28.548,-19277
28.552,-19277
28.556,-19277
28.560,-19290
28.564,-19290
28.568,-19290
28.572,-19290
28.576,-19290
28.580,-19290
28.584,-19290
28.588,-19290
28.592,-19290
28.596,-19290
28.600,-19273
28.604,-19273
28.608,-19273
28.612,-19273
28.616,-19273
28.620,-19273
28.624,-19273
28.628,-19273
28.632,-19273
28.636,-19273
28.640,-19273
28.644,-19273
28.648,-19273
28.652,-19273
28.656,-19273
28.660,-19273
28.664,-19273
28.668,-19273
28.672,-19273
28.676,-19273
28.680,-19273
28.684,-19273
28.688,-19273
28.692,-19273
28.696,-19273
28.700,-19273
28.704,-19273
28.708,-19273
28.712,-19273
28.716,-19263
28.720,-19263
28.724,-19263
28.728,-19263
28.732,-19263
28.736,-19263
28.740,-19263
28.744,-19263
28.748,-19263
28.752,-19250
28.756,-19250
28.760,-19250
28.764,-19250
28.768,-19250
28.772,-19250
28.776,-19250
28.780,-19250
28.784,-19250
28.788,-19250
28.792,-19217
28.796,-19217
28.800,-19217
28.804,-19217
28.808,-19217
28.812,-19217
28.816,-19217
28.820,-19217
28.824,-19217
28.828,-19204
28.832,-19204
28.836,-19204
28.840,-19204
28.844,-19204
28.848,-19204
28.852,-19204
28.856,-19204
28.860,-19204
28.864,-19204
28.868,-19213
28.872,-19213
28.876,-19213
28.880,-19213
28.884,-19213
28.888,-19213
28.892,-19213
28.896,-19213
28.900,-19213
28.904,-19191
28.908,-19191
28.912,-19191
28.916,-19191
28.920,-19191
28.924,-19191
28.928,-19191
28.932,-19191
28.936,-19191
28.940,-19191
28.944,-19197
28.948,-19197
28.952,-19197
28.956,-19197
28.960,-19197
28.964,-19197
28.968,-19197
28.972,-19197
28.976,-19197
28.980,-19166
28.984,-19166
28.988,-19166
28.992,-19166
28.996,-19166
29.000,-19166
29.004,-19166
29.008,-19166
29.012,-19166
29.016,-19166
29.020,-19172
29.024,-19172
29.028,-19172
29.032,-19172
29.036,-19172
29.040,-19172
29.044,-19172
29.048,-19172
29.052,-19172
29.056,-19162
29.060,-19162
29.064,-19162
29.068,-19162
29.072,-19162
29.076,-19162
29.080,-19162
29.084,-19162
29.088,-19162
29.092,-19162
29.096,-19131
29.100,-19131
29.104,-19131
29.108,-19131
29.112,-19131
29.116,-19131
29.120,-19131
29.124,-19131
29.128,-19131
29.132,-19116
29.136,-19116
29.140,-19116
29.144,-19116
29.148,-19116
29.152,-19116
29.156,-19116
29.160,-19116
29.164,-19116
29.168,-19116
29.172,-19104
29.176,-19104
29.180,-19104
29.184,-19104
29.188,-19104
29.192,-19104
29.196,-19104
29.200,-19104
29.204,-19104
29.208,-19094
29.212,-19094
29.216,-19094
29.220,-19094
29.224,-19094
29.228,-19094
29.232,-19094
29.236,-19094
29.240,-19094
29.244,-19094
29.248,-19130
29.252,-19130
29.256,-19130
29.260,-19130
29.264,-19130
29.268,-19130
29.272,-19130
29.276,-19130
29.280,-19130
29.284,-19129
29.288,-19129
29.292,-19129
29.296,-19129
29.300,-19129
29.304,-19129
29.308,-19129
29.312,-19129
29.316,-19129
29.320,-19129
29.324,-19122
29.328,-19122
29.332,-19122
29.336,-19122
29.340,-19122
29.344,-19122
29.348,-19122
29.352,-19122
29.356,-19122
29.360,-19187
29.364,-19187
29.368,-19187
29.372,-19187
29.376,-19187
29.380,-19187
29.384,-19187
29.388,-19187
29.392,-19187
29.396,-19187
29.400,-19188
29.404,-19188
29.408,-19188
29.412,-19188
29.416,-19188
29.420,-19188
29.424,-19188
29.428,-19188
29.432,-19188
29.436,-19171
29.440,-19171
29.444,-19171
29.448,-19171
29.452,-19171
29.456,-19171
29.460,-19171
29.464,-19171
29.468,-19171
29.472,-19153
29.476,-19153
29.480,-19153
29.484,-19153
29.488,-19153
29.492,-19153
29.496,-19153
29.500,-19153
29.504,-19153
29.508,-19153
29.512,-19183
29.516,-19183
29.520,-19183
29.524,-19183
29.528,-19183
29.532,-19183
29.536,-19183
29.540,-19183
29.544,-19183
29.548,-19183
29.552,-19160
29.556,-19160
29.560,-19160
29.564,-19160
29.568,-19160
29.572,-19160
29.576,-19160
29.580,-19160
29.584,-19160
29.588,-19160
29.592,-19152
29.596,-19152
29.600,-19152
29.604,-19152
29.608,-19152
29.612,-19152
29.616,-19152
29.620,-19152
29.624,-19152
29.628,-19156
29.632,-19156
29.636,-19156
29.640,-19156
29.644,-19156
29.648,-19156
29.652,-19156
29.656,-19156
29.660,-19156
29.664,-19156
29.668,-19141
29.672,-19141
29.676,-19141
29.680,-19141
29.684,-19141
29.688,-19141
29.692,-19141
29.696,-19141
29.700,-19141
29.704,-19127
29.708,-19127
29.712,-19127
29.716,-19127
29.720,-19127
29.724,-19127
29.728,-19127
29.732,-19127
29.736,-19127
29.740,-19127
29.744,-19094
29.748,-19094
29.752,-19094
29.756,-19094
29.760,-19094
29.764,-19094
29.768,-19094
29.772,-19094
29.776,-19094
29.780,-19067
29.784,-19067
29.788,-19067
29.792,-19067
29.796,-19067
29.800,-19067
29.804,-19067
29.808,-19067
29.812,-19067
29.816,-19067
29.820,-19044
29.824,-19044
29.828,-19044
29.832,-19044
29.836,-19044
29.840,-19044
29.844,-19044
29.848,-19044
29.852,-19044
29.856,-19002
29.860,-19002
29.864,-19002
29.868,-19002
29.872,-19002
29.876,-19002
29.880,-19002
29.884,-19002
29.888,-19002
29.892,-19002
29.896,-18990
29.900,-18990
29.904,-18990
29.908,-18990
29.912,-18990
29.916,-18990
29.920,-18990
29.924,-18990
29.928,-18990
29.932,-19002
29.936,-19002
29.940,-19002
29.944,-19002
29.948,-19002
29.952,-19002
29.956,-19002
29.960,-19002
29.964,-19002
29.968,-19002
29.972,-18967
29.976,-18967
29.980,-18967
29.984,-18967
29.988,-18967
29.992,-18967
29.996,-18967
30.000,-18967
30.004,-18967
30.008,-18925
30.012,-18925
30.016,-18925
30.020,-18925
30.024,-18925
30.028,-18925
30.032,-18925
30.036,-18925
30.040,-18925
30.044,-18925
30.048,-18928
30.052,-18928
30.056,-18928
30.060,-18928
30.064,-18928
30.068,-18928
30.072,-18928
30.076,-18928
30.080,-18928
30.084,-18943
30.088,-18943
30.092,-18943
30.096,-18943
30.100,-18943
30.104,-18943
30.108,-18943
30.112,-18943
30.116,-18943
30.120,-18943
30.124,-18958
30.128,-18958
30.132,-18958
30.136,-18958
30.140,-18958
30.144,-18958
30.148,-18958
30.152,-18958
30.156,-18958
30.160,-18924
30.164,-18924
30.168,-18924
30.172,-18924
30.176,-18924
30.180,-18924
30.184,-18924
30.188,-18924
30.192,-18924
30.196,-18924
30.200,-18983
30.204,-18983
30.208,-18983
30.212,-18983
30.216,-18983
30.220,-18983
30.224,-18983
30.228,-18983
30.232,-18983
30.236,-18983
30.240,-18976
30.244,-18976
30.248,-18976
30.252,-18976
30.256,-18976
30.260,-18976
30.264,-18976
30.268,-18976
30.272,-18976
30.276,-19032
30.280,-19032
30.284,-19032
30.288,-19032
30.292,-19032
30.296,-19032
30.300,-19032
30.304,-19032
30.308,-19032
30.312,-19032
30.316,-19082
30.320,-19082
30.324,-19082
30.328,-19082
30.332,-19082
30.336,-19082
30.340,-19082
30.344,-19082
30.348,-19082
30.352,-19130
30.356,-19130
30.360,-19130
30.364,-19130
30.368,-19130
30.372,-19130
30.376,-19130
30.380,-19130
30.384,-19130
30.388,-19130
30.392,-19210
30.396,-19210
30.400,-19210
30.404,-19210
30.408,-19210
30.412,-19210
30.416,-19210
30.420,-19210
30.424,-19210
30.428,-19291
30.432,-19291
30.436,-19291
30.440,-19291
30.444,-19291
30.448,-19291
30.452,-19291
30.456,-19291
30.460,-19291
30.464,-19291
30.468,-19350
30.472,-19350
30.476,-19350
30.480,-19350
30.484,-19350
30.488,-19350
30.492,-19350
30.496,-19350
30.500,-19350
30.504,-19374
30.508,-19374
30.512,-19374
30.516,-19374
30.520,-19374
30.524,-19374
30.528,-19374
30.532,-19374
30.536,-19374
30.540,-19374
30.544,-19359
30.548,-19359
30.552,-19359
30.556,-19359
30.560,-19359
30.564,-19359
30.568,-19359
30.572,-19359
30.576,-19359
30.580,-19394
30.584,-19394
30.588,-19394
30.592,-19394
30.596,-19394
30.600,-19394
30.604,-19394
30.608,-19394
30.612,-19394
30.616,-19394
30.620,-19420
30.624,-19420
30.628,-19420
30.632,-19420
30.636,-19420
30.640,-19420
30.644,-19420
30.648,-19420
30.652,-19420
30.656,-19420
30.660,-19458
30.664,-19458
30.668,-19458
30.672,-19458
30.676,-19458
30.680,-19458
30.684,-19458
30.688,-19458
30.692,-19458
30.696,-19458
30.700,-19479
30.704,-19479
30.708,-19479
30.712,-19479
30.716,-19479
30.720,-19479
30.724,-19479
30.728,-19479
30.732,-19479
30.736,-19504
30.740,-19504
30.744,-19504
30.748,-19504
30.752,-19504
30.756,-19504
30.760,-19504
30.764,-19504
30.768,-19504
30.772,-19504
30.776,-19520
30.780,-19520
30.784,-19520
30.788,-19520
30.792,-19520
30.796,-19520
30.800,-19520
30.804,-19520
30.808,-19520
30.812,-19558
30.816,-19558
30.820,-19558
30.824,-19558
30.828,-19558
30.832,-19558
30.836,-19558
30.840,-19558
30.844,-19558
30.848,-19558
30.852,-19566
30.856,-19566
30.860,-19566
30.864,-19566
30.868,-19566
30.872,-19566
30.876,-19566
30.880,-19566
30.884,-19566
30.888,-19592
30.892,-19592
30.896,-19592
30.900,-19592
30.904,-19592
30.908,-19592
30.912,-19592
30.916,-19592
30.920,-19592
30.924,-19592
30.928,-19577
30.932,-19577
30.936,-19577
30.940,-19577
30.944,-19577
30.948,-19577
30.952,-19577
30.956,-19577
30.960,-19577
30.964,-19584
30.968,-19584
30.972,-19584
30.976,-19584
30.980,-19584
30.984,-19584
30.988,-19584
30.992,-19584
30.996,-19584
31.000,-19584
31.004,-19596
31.008,-19596
31.012,-19596
31.016,-19596
31.020,-19596
31.024,-19596
31.028,-19596
31.032,-19596
31.036,-19596
31.040,-19609
31.044,-19609
31.048,-19609
31.052,-19609
31.056,-19609
31.060,-19609
31.064,-19609
31.068,-19609
31.072,-19609
31.076,-19609
31.080,-19601
31.084,-19601
31.088,-19601
31.092,-19601
31.096,-19601
31.100,-19601
31.104,-19601
31.108,-19601
31.112,-19601
31.116,-19601
31.120,-19612
31.124,-19612
31.128,-19612
31.132,-19612
31.136,-19612
31.140,-19612
31.144,-19612
31.148,-19612
31.152,-19612
31.156,-19573
31.160,-19573
31.164,-19573
31.168,-19573
31.172,-19573
31.176,-19573
31.180,-19573
31.184,-19573
31.188,-19573
31.192,-19573
31.196,-19552
31.200,-19552
31.204,-19552
31.208,-19552
31.212,-19552
31.216,-19552
31.220,-19552
31.224,-19552
31.228,-19552
31.232,-19540
31.236,-19540
31.240,-19540
31.244,-19540
31.248,-19540
31.252,-19540
31.256,-19540
31.260,-19540
31.264,-19540
31.268,-19540
31.272,-19557
31.276,-19557
31.280,-19557
31.284,-19557
31.288,-19557
31.292,-19557
31.296,-19557
31.300,-19557
31.304,-19557
31.308,-19536
31.312,-19536
31.316,-19536
31.320,-19536
31.324,-19536
31.328,-19536
31.332,-19536
31.336,-19536
31.340,-19536
31.344,-19536
31.348,-19519
31.352,-19519
31.356,-19519
31.360,-19519
31.364,-19519
31.368,-19519
31.372,-19519
31.376,-19519
31.380,-19519
31.384,-19522
31.388,-19522
31.392,-19522
31.396,-19522
31.400,-19522
31.404,-19522
31.408,-19522
31.412,-19522
31.416,-19522
31.420,-19522
31.424,-19549
31.428,-19549
31.432,-19549
31.436,-19549
31.440,-19549
31.444,-19549
31.448,-19549
31.452,-19549
31.456,-19549
31.460,-19528
31.464,-19528
31.468,-19528
31.472,-19528
31.476,-19528
31.480,-19528
31.484,-19528
31.488,-19528
31.492,-19528
31.496,-19528
31.500,-19530
31.504,-19530
31.508,-19530
31.512,-19530
31.516,-19530
31.520,-19530
31.524,-19530
31.528,-19530
31.532,-19530
31.536,-19536
31.540,-19536
31.544,-19536
31.548,-19536
31.552,-19536
31.556,-19536
31.560,-19536
31.564,-19536
31.568,-19536
31.572,-19536
31.576,-19556
31.580,-19556
31.584,-19556
31.588,-19556
31.592,-19556
31.596,-19556
31.600,-19556
31.604,-19556
31.608,-19556
31.612,-19552
31.616,-19552
31.620,-19552
31.624,-19552
31.628,-19552
31.632,-19552
31.636,-19552
31.640,-19552
31.644,-19552
31.648,-19552
31.652,-19525
31.656,-19525
31.660,-19525
31.664,-19525
31.668,-19525
31.672,-19525
31.676,-19525
31.680,-19525
31.684,-19525
31.688,-19558
31.692,-19558
31.696,-19558
31.700,-19558
31.704,-19558
31.708,-19558
31.712,-19558
31.716,-19558
31.720,-19558
31.724,-19558
31.728,-19558
31.732,-19541
31.736,-19541
31.740,-19541
31.744,-19541
31.748,-19541
31.752,-19541
31.756,-19541
31.760,-19541
31.764,-19579
31.768,-19579
31.772,-19579
31.776,-19579
31.780,-19579
31.784,-19579
31.788,-19579
31.792,-19579
31.796,-19579
31.800,-19579
31.804,-19579
31.808,-19559
31.812,-19559
31.816,-19559
31.820,-19559
31.824,-19559
31.828,-19559
31.832,-19559
31.836,-19559
31.840,-19547
31.844,-19547
31.848,-19547
31.852,-19547
31.856,-19547
31.860,-19547
31.864,-19547
31.868,-19547
31.872,-19547
31.876,-19547
31.880,-19547
31.884,-19526
31.888,-19526
31.892,-19526
31.896,-19526
31.900,-19526
31.904,-19526
31.908,-19526
31.912,-19526
31.916,-19526
31.920,-19512
31.924,-19512
31.928,-19512
31.932,-19512
31.936,-19512
31.940,-19512
31.944,-19512
31.948,-19512
31.952,-19512
31.956,-19512
31.960,-19518
31.964,-19518
31.968,-19518
31.972,-19518
31.976,-19518
31.980,-19518
31.984,-19518
31.988,-19518
31.992,-19518
31.996,-19518
32.000,-19534
32.004,-19534
32.008,-19534
32.012,-19534
32.016,-19534
32.020,-19534
32.024,-19534
32.028,-19534
32.032,-19534
32.036,-19546
32.040,-19546
32.044,-19546
32.048,-19546
32.052,-19546
32.056,-19546
32.060,-19546
32.064,-19546
32.068,-19546
32.072,-19546
32.076,-19538
32.080,-19538
32.084,-19538
32.088,-19538
32.092,-19538
32.096,-19538
32.100,-19538
32.104,-19538
32.108,-19538
32.112,-19529
32.116,-19529
32.120,-19529
32.124,-19529
32.128,-19529
32.132,-19529
32.136,-19529
32.140,-19529
32.144,-19529
32.148,-19529
32.152,-19500
32.156,-19500
32.160,-19500
32.164,-19500
32.168,-19500
32.172,-19500
32.176,-19500
32.180,-19500
32.184,-19500
32.188,-19461
32.192,-19461
32.196,-19461
32.200,-19461
32.204,-19461
32.208,-19461
32.212,-19461
32.216,-19461
32.220,-19461
32.224,-19461
32.228,-19441
32.232,-19441
32.236,-19441
32.240,-19441
32.244,-19441
32.248,-19441
32.252,-19441
32.256,-19441
32.260,-19441
32.264,-19415
32.268,-19415
32.272,-19415
32.276,-19415
32.280,-19415
32.284,-19415
32.288,-19415
32.292,-19415
32.296,-19415
32.300,-19415
32.304,-19395
32.308,-19395
32.312,-19395
32.316,-19395
32.320,-19395
32.324,-19395
32.328,-19395
32.332,-19395
32.336,-19395
32.340,-19408
32.344,-19408
32.348,-19408
32.352,-19408
32.356,-19408
32.360,-19408
32.364,-19408
32.368,-19408
32.372,-19408
32.376,-19408
32.380,-19414
32.384,-19414
32.388,-19414
32.392,-19414
32.396,-19414
32.400,-19414
32.404,-19414
32.408,-19414
32.412,-19414
32.416,-19389
32.420,-19389
32.424,-19389
32.428,-19389
32.432,-19389
32.436,-19389
32.440,-19389
32.444,-19389
32.448,-19389
32.452,-19389
32.456,-19391
32.460,-19391
32.464,-19391
32.468,-19391
32.472,-19391
32.476,-19391
32.480,-19391
32.484,-19391
32.488,-19391
32.492,-19395
32.496,-19395
32.500,-19395
32.504,-19395
32.508,-19395
32.512,-19395
32.516,-19395
32.520,-19395
32.524,-19395
32.528,-19395
32.532,-19376
32.536,-19376
32.540,-19376
32.544,-19376
32.548,-19376
32.552,-19376
32.556,-19376
32.560,-19376
32.564,-19376
32.568,-19369
32.572,-19369
32.576,-19369
32.580,-19369
32.584,-19369
32.588,-19369
32.592,-19369
32.596,-19369
32.600,-19369
32.604,-19369
32.608,-19360
32.612,-19360
32.616,-19360
32.620,-19360
32.624,-19360
32.628,-19360
32.632,-19360
32.636,-19360
32.640,-19360
32.644,-19367
32.648,-19367
32.652,-19367
32.656,-19367
32.660,-19367
32.664,-19367
32.668,-19367
32.672,-19367
32.676,-19367
32.680,-19367
32.684,-19364
32.688,-19364
32.692,-19364
32.696,-19364
32.700,-19364
32.704,-19364
32.708,-19364
32.712,-19364
32.716,-19364
32.720,-19351
32.724,-19351
32.728,-19351
32.732,-19351
32.736,-19351
32.740,-19351
32.744,-19351
32.748,-19351
32.752,-19351
32.756,-19351
32.760,-19346
32.764,-19346
32.768,-19346
32.772,-19346
32.776,-19346
32.780,-19346
32.784,-19346
32.788,-19346
32.792,-19346
32.796,-19346
32.800,-19324
32.804,-19324
32.808,-19324
32.812,-19324
32.816,-19324
32.820,-19324
32.824,-19324
32.828,-19324
32.832,-19324
32.836,-19324
32.840,-19331
32.844,-19331
32.848,-19331
32.852,-19331
32.856,-19331
32.860,-19331
32.864,-19331
32.868,-19331
32.872,-19331
32.876,-19331
32.880,-19333
32.884,-19333
32.888,-19333
32.892,-19333
32.896,-19333
32.900,-19333
32.904,-19333
32.908,-19333
32.912,-19333
32.916,-19332
32.920,-19332
32.924,-19332
32.928,-19332
32.932,-19332
32.936,-19332
32.940,-19332
32.944,-19332
32.948,-19332
32.952,-19332
32.956,-19310
32.960,-19310
32.964,-19310
32.968,-19310
32.972,-19310
32.976,-19310
32.980,-19310
32.984,-19310
32.988,-19310
32.992,-19334
32.996,-19334
33.000,-19334
33.004,-19334
33.008,-19334
33.012,-19334
33.016,-19334
33.020,-19334
33.024,-19334
33.028,-19334
33.032,-19311
33.036,-19311
33.040,-19311
33.044,-19311
33.048,-19311
33.052,-19311
33.056,-19311
33.060,-19311
33.064,-19311
33.068,-19317
33.072,-19317
33.076,-19317
33.080,-19317
33.084,-19317
33.088,-19317
33.092,-19317
33.096,-19317
33.100,-19317
33.104,-19317
33.108,-19311
33.112,-19311
33.116,-19311
33.120,-19311
33.124,-19311
33.128,-19311
33.132,-19311
33.136,-19311
33.140,-19311
33.144,-19290
33.148,-19290
33.152,-19290
33.156,-19290
33.160,-19290
33.164,-19290
33.168,-19290
33.172,-19290
33.176,-19290
33.180,-19290
33.184,-19290
33.188,-19290
33.192,-19290
33.196,-19290
33.200,-19290
33.204,-19290
33.208,-19290
33.212,-19290
33.216,-19290
33.220,-19244
33.224,-19244
33.228,-19244
33.232,-19244
33.236,-19244
33.240,-19244
33.244,-19244
33.248,-19244
33.252,-19244
33.256,-19244
33.260,-19183
33.264,-19183
33.268,-19183
33.272,-19183
33.276,-19183
33.280,-19183
33.284,-19183
33.288,-19183
33.292,-19183
33.296,-19166
33.300,-19166
33.304,-19166
33.308,-19166
33.312,-19166
33.316,-19166
33.320,-19166
33.324,-19166
33.328,-19166
33.332,-19166
33.336,-19150
33.340,-19150
33.344,-19150
33.348,-19150
33.352,-19150
33.356,-19150
33.360,-19150
33.364,-19150
33.368,-19150
33.372,-19146
33.376,-19146
33.380,-19146
33.384,-19146
33.388,-19146
33.392,-19146
33.396,-19146
33.400,-19146
33.404,-19146
33.408,-19146
33.412,-19161
33.416,-19161
33.420,-19161
33.424,-19161
33.428,-19161
33.432,-19161
33.436,-19161
33.440,-19161
33.444,-19161
33.448,-19170
33.452,-19170
33.456,-19170
33.460,-19170
33.464,-19170
33.468,-19170
33.472,-19170
33.476,-19170
33.480,-19170
33.484,-19170
33.488,-19150
33.492,-19150
33.496,-19150
33.500,-19150
33.504,-19150
33.508,-19150
33.512,-19150
33.516,-19150
33.520,-19150
33.524,-19134
33.528,-19134
33.532,-19134
33.536,-19134
33.540,-19134
33.544,-19134
33.548,-19134
33.552,-19134
33.556,-19134
33.560,-19134
33.564,-19124
33.568,-19124
33.572,-19124
33.576,-19124
33.580,-19124
33.584,-19124
33.588,-19124
33.592,-19124
33.596,-19124
33.600,-19152
33.604,-19152
33.608,-19152
33.612,-19152
33.616,-19152
33.620,-19152
33.624,-19152
33.628,-19152
33.632,-19152
33.636,-19152
33.640,-19170
33.644,-19170
33.648,-19170
33.652,-19170
33.656,-19170
33.660,-19170
33.664,-19170
33.668,-19170
33.672,-19170
33.676,-19170
33.680,-19209
33.684,-19209
33.688,-19209
33.692,-19209
33.696,-19209
33.700,-19209
33.704,-19209
33.708,-19209
33.712,-19209
33.716,-19291
33.720,-19291
33.724,-19291
33.728,-19291
33.732,-19291
33.736,-19291
33.740,-19291
33.744,-19291
33.748,-19291
33.752,-19291
33.756,-19350
33.760,-19350
33.764,-19350
33.768,-19350
33.772,-19350
33.776,-19350
33.780,-19350
33.784,-19350
33.788,-19350
33.792,-19429
33.796,-19429
33.800,-19429
33.804,-19429
33.808,-19429
33.812,-19429
33.816,-19429
33.820,-19429
33.824,-19429
33.828,-19429
33.832,-19512
33.836,-19512
33.840,-19512
33.844,-19512
33.848,-19512
33.852,-19512
33.856,-19512
33.860,-19512
33.864,-19512
33.868,-19550
33.872,-19550
33.876,-19550
33.880,-19550
33.884,-19550
33.888,-19550
33.892,-19550
33.896,-19550
33.900,-19550
33.904,-19550
33.908,-19603
33.912,-19603
33.916,-19603
33.920,-19603
33.924,-19603
33.928,-19603
33.932,-19603
33.936,-19603
33.940,-19603
33.944,-19603
33.948,-19626
33.952,-19626
33.956,-19626
33.960,-19626
33.964,-19626
33.968,-19626
33.972,-19626
33.976,-19626
33.980,-19626
33.984,-19626
33.988,-19634
33.992,-19634
33.996,-19634
34.000,-19634
34.004,-19634
34.008,-19634
34.012,-19634
34.016,-19634
34.020,-19634
34.024,-19668
34.028,-19668
34.032,-19668
34.036,-19668
34.040,-19668
34.044,-19668
34.048,-19668
34.052,-19668
34.056,-19668
34.060,-19668
34.064,-19697
34.068,-19697
34.072,-19697
34.076,-19697
34.080,-19697
34.084,-19697
34.088,-19697
34.092,-19697
34.096,-19697
34.100,-19686
34.104,-19686
34.108,-19686
34.112,-19686
34.116,-19686
34.120,-19686
34.124,-19686
34.128,-19686
34.132,-19686
34.136,-19686
34.140,-19688
34.144,-19688
34.148,-19688
34.152,-19688
34.156,-19688
34.160,-19688
34.164,-19688
34.168,-19688
34.172,-19688
34.176,-19713
34.180,-19713
34.184,-19713
34.188,-19713
34.192,-19713
34.196,-19713
34.200,-19713
34.204,-19713
34.208,-19713
34.212,-19713
34.216,-19755
34.220,-19755
34.224,-19755
34.228,-19755
34.232,-19755
34.236,-19755
34.240,-19755
34.244,-19755
34.248,-19755
34.252,-19793
34.256,-19793
34.260,-19793
34.264,-19793
34.268,-19793
34.272,-19793
34.276,-19793
34.280,-19793
34.284,-19793
34.288,-19793
34.292,-19810
34.296,-19810
34.300,-19810
34.304,-19810
34.308,-19810
34.312,-19810
34.316,-19810
34.320,-19810
34.324,-19810
34.328,-19838
34.332,-19838
34.336,-19838
34.340,-19838
34.344,-19838
34.348,-19838
34.352,-19838
34.356,-19838
34.360,-19838
34.364,-19849
34.368,-19849
34.372,-19849
34.376,-19849
34.380,-19849
34.384,-19849
34.388,-19849
34.392,-19849
34.396,-19849
34.400,-19894
34.404,-19894
34.408,-19894
34.412,-19894
34.416,-19894
34.420,-19894
34.424,-19894
34.428,-19894
34.432,-19894
34.436,-19894
34.440,-19854
34.444,-19854
34.448,-19854
34.452,-19854
34.456,-19854
34.460,-19854
34.464,-19854
34.468,-19854
34.472,-19854
34.476,-19854
34.480,-19849
34.484,-19849
34.488,-19849
34.492,-19849
34.496,-19849
34.500,-19849
34.504,-19849
34.508,-19849
34.512,-19818
34.516,-19818
34.520,-19818
34.524,-19818
34.528,-19818
34.532,-19818
34.536,-19818
34.540,-19818
34.544,-19818
34.548,-19818
34.552,-19834
34.556,-19834
34.560,-19834
34.564,-19834
34.568,-19834
34.572,-19834
34.576,-19834
34.580,-19834
34.584,-19834
34.588,-19833
34.592,-19833
34.596,-19833
34.600,-19833
34.604,-19833
34.608,-19833
34.612,-19833
34.616,-19833
34.620,-19833
34.624,-19833
34.628,-19844
34.632,-19844
34.636,-19844
34.640,-19844
34.644,-19844
34.648,-19844
34.652,-19844
34.656,-19844
34.660,-19844
34.664,-19831
34.668,-19831
34.672,-19831
34.676,-19831
34.680,-19831
34.684,-19831
34.688,-19831
34.692,-19831
34.696,-19831
34.700,-19831
34.704,-19838
34.708,-19838
34.712,-19838
34.716,-19838
34.720,-19838
34.724,-19838
34.728,-19838
34.732,-19838
34.736,-19838
34.740,-19811
34.744,-19811
34.748,-19811
34.752,-19811
34.756,-19811
34.760,-19811
34.764,-19811
34.768,-19811
34.772,-19811
34.776,-19811
34.780,-19798
34.784,-19798
34.788,-19798
34.792,-19798
34.796,-19798
34.800,-19798
34.804,-19798
34.808,-19798
34.812,-19798
34.816,-19778
34.820,-19778
34.824,-19778
34.828,-19778
34.832,-19778
34.836,-19778
34.840,-19778
34.844,-19778
34.848,-19778
34.852,-19778
34.856,-19788
34.860,-19788
34.864,-19788
34.868,-19788
34.872,-19788
34.876,-19788
34.880,-19788
34.884,-19788
34.888,-19788
34.892,-19782
34.896,-19782
